date,temperature
2023-01-01,0.5380813997333679
2023-01-02,-0.08214098211370018
2023-01-03,0.6855473367290514
2023-01-04,1.5405468627661345
2023-01-05,-0.17580171847395887
2023-01-06,-0.17578568222749322
2023-01-07,1.5954242030637538
2023-01-08,0.8025107822480761
2023-01-09,-0.40565417584631536
2023-01-10,0.5828618915167814
2023-01-11,-0.3997382323842901
2023-01-12,-0.40199656386109706
2023-01-13,0.28924962024660766
2023-01-14,-1.8159078666976578
2023-01-15,-1.6319227517045698
2023-01-16,-0.4963104625735437
2023-01-17,-3.8666679142931613
2023-01-18,0.3598548705952062
2023-01-19,-0.8340125417749674
2023-01-20,-1.3265733658143686
2023-01-21,1.4844992370247885
2023-01-22,-0.1676193165328596
2023-01-23,0.11886917391522447
2023-01-24,-1.3387286570705632
2023-01-25,-0.47882174220171203
2023-01-26,0.1612551299422706
2023-01-27,-1.0713357488738946
2023-01-28,0.4198775224367103
2023-01-29,-0.533770392222387
2023-01-30,-0.23200493016277607
2023-01-31,-0.5348134974092482
2023-02-01,1.8621438885059205
2023-02-02,0.039726669948861586
2023-02-03,-0.98022086767477
2023-02-04,0.8563402763172258
2023-02-05,-1.1395625967031466
2023-02-06,0.25692011382382063
2023-02-07,1.0690642013944045
2023-02-08,-1.2444104980727404
2023-02-09,0.24519667388368815
2023-02-10,0.7742158151514397
2023-02-11,0.22029614227150635
2023-02-12,-0.060050530154165685
2023-02-13,-0.2411962010731709
2023-02-14,-1.391252828046248
2023-02-15,-0.650205729691648
2023-02-16,-0.39702388905644903
2023-02-17,1.0854663191456762
2023-02-18,0.3885432847784774
2023-02-19,-1.66915916141839
2023-02-20,0.3694629167658734
2023-02-21,-0.3232232329551091
2023-02-22,-0.6082809778207883
2023-02-23,0.650371965242853
2023-02-24,1.059950673037332
2023-02-25,0.9625486187263831
2023-02-26,-0.7668049641442376
2023-02-27,-0.24911644616583806
2023-02-28,0.3764755374274561
2023-03-01,1.0057849655933166
2023-03-02,-0.41512861583048744
2023-03-03,-0.12843426707052197
2023-03-04,-1.0277149532415937
2023-03-05,-1.1154981032094
2023-03-06,0.846554017205095
2023-03-07,1.3776330133155295
2023-03-08,-0.017426463372949456
2023-03-09,1.0331223370190943
2023-03-10,3.336426218484823
2023-03-11,-0.5772177748936054
2023-03-12,0.405907479047591
2023-03-13,1.5552048364257456
2023-03-14,0.017916748143774246
2023-03-15,1.5811936116680563
2023-03-16,-2.505955402833835
2023-03-17,0.8557127973082439
2023-03-18,0.137934444496208
2023-03-19,-0.23914857228032288
2023-03-20,0.14253861235142612
2023-03-21,-1.8884701646982767
2023-03-22,-0.16165676248395203
2023-03-23,0.40172397718316066
2023-03-24,1.4964599485818602
2023-03-25,-0.4533160565888414
2023-03-26,-0.7367950277111237
2023-03-27,-0.437186626574205
2023-03-28,0.9470396013870152
2023-03-29,0.3740215987690783
2023-03-30,-0.4645390297829081
2023-03-31,0.5542500031634472
2023-04-01,0.14773183028789605
2023-04-02,0.9990451791920576
2023-04-03,-0.6328280575060993
2023-04-04,-0.26713746826759305
2023-04-05,-0.33008583353891074
2023-04-06,-1.376594529928642
2023-04-07,0.34214906422796637
2023-04-08,0.3078989243912349
2023-04-09,0.05790486333088329
2023-04-10,-0.17622539713959093
2023-04-11,-1.3295691324975147
2023-04-12,-0.3579598365141248
2023-04-13,-0.281840040722322
2023-04-14,-0.7307231535384783
2023-04-15,-0.10462740500967582
2023-04-16,0.44757147786379203
2023-04-17,1.8952636340297828
2023-04-18,0.22343108857782956
2023-04-19,0.30447549181472505
2023-04-20,-0.01980565287406725
2023-04-21,-1.821271234332154
2023-04-22,0.02701250924837245
2023-04-23,0.11174077506198139
2023-04-24,2.458909810461551
2023-04-25,-0.1349805097120591
2023-04-26,0.3474500115678807
2023-04-27,0.019005123378642946
2023-04-28,-1.088609245246819
2023-04-29,1.1691753373786562
2023-04-30,0.7873693250197754
